source,target,weight
3550308,3304300,1.0
3550308,3304557,7.0
3550308,3501608,2.0
3550308,3501905,3.0
3550308,3502309,1.0
3550308,3502754,6.0
3550308,3502804,1.0
3550308,3503208,1.0
3550308,3503307,1.0
3550308,3503802,1.0
3550308,3503901,37.0
3550308,3504008,1.0
3550308,3504107,8.0
3550308,3504503,1.0
3550308,3504909,1.0
3550308,3505203,3.0
3550308,3505708,538.0
3550308,3506003,4.0
3550308,3506359,2.0
3550308,3506607,1.0
3550308,3507001,1.0
3550308,3507100,1.0
3550308,3507506,1.0
3550308,3507605,6.0
3550308,3508405,3.0
3550308,3508603,1.0
3550308,3509007,47.0
3550308,3509205,68.0
3550308,3509254,1.0
3550308,3509403,1.0
3550308,3509502,46.0
3550308,3509601,4.0
3550308,3509700,1.0
3550308,3510500,2.0
3550308,3510609,38.0
3550308,3511409,1.0
3550308,3511607,1.0
3550308,3513009,180.0
3550308,3513504,14.0
3550308,3513801,440.0
3550308,3515004,97.0
3550308,3515103,38.0
3550308,3515707,94.0
3550308,3516200,1.0
3550308,3516309,10.0
3550308,3516408,25.0
3550308,3517703,1.0
3550308,3518008,1.0
3550308,3518305,3.0
3550308,3518404,1.0
3550308,3518701,4.0
3550308,3518800,1126.0
3550308,3519071,4.0
3550308,3519709,2.0
3550308,3520202,1.0
3550308,3520301,1.0
3550308,3520400,1.0
3550308,3520426,1.0
3550308,3520509,7.0
3550308,3521705,1.0
3550308,3521804,1.0
3550308,3522109,4.0
3550308,3522158,1.0
3550308,3522208,66.0
3550308,3522505,36.0
3550308,3523107,103.0
3550308,3523404,6.0
3550308,3523909,4.0
3550308,3524006,4.0
3550308,3524105,1.0
3550308,3524402,9.0
3550308,3525003,28.0
3550308,3525201,1.0
3550308,3525300,2.0
3550308,3525904,73.0
3550308,3526209,4.0
3550308,3526605,1.0
3550308,3526803,1.0
3550308,3527306,1.0
3550308,3528403,4.0
3550308,3528502,12.0
3550308,3528809,2.0
3550308,3529005,2.0
3550308,3529401,124.0
3550308,3530300,1.0
3550308,3530508,1.0
3550308,3530607,74.0
3550308,3531100,4.0
3550308,3531803,1.0
3550308,3533254,1.0
3550308,3534401,727.0
3550308,3534500,1.0
3550308,3534609,1.0
3550308,3535705,4.0
3550308,3536406,1.0
3550308,3536570,1.0
3550308,3537107,1.0
3550308,3538709,4.0
3550308,3539103,1.0
3550308,3539806,41.0
3550308,3540606,1.0
3550308,3540705,1.0
3550308,3541000,2.0
3550308,3541208,1.0
3550308,3543303,18.0
3550308,3543402,5.0
3550308,3543907,1.0
3550308,3544103,1.0
3550308,3545209,3.0
3550308,3545308,1.0
3550308,3545803,1.0
3550308,3546801,6.0
3550308,3547304,62.0
3550308,3547809,657.0
3550308,3547908,1.0
3550308,3548500,27.0
3550308,3548609,2.0
3550308,3548708,841.0
3550308,3548807,518.0
3550308,3548906,1.0
3550308,3549102,1.0
3550308,3549805,1.0
3550308,3549904,19.0
3550308,3549953,2.0
3550308,3550209,2.0
3550308,3550605,7.0
3550308,3551009,2.0
3550308,3552106,1.0
3550308,3552205,19.0
3550308,3552403,1.0
3550308,3552502,64.0
3550308,3552809,241.0
3550308,3554003,3.0
3550308,3554102,8.0
3550308,3555406,2.0
3550308,3556206,5.0
3550308,3556453,3.0
3550308,3556503,3.0
3550308,3556701,4.0
3550308,4101903,1.0
3550308,4104808,1.0
3550308,4106902,4.0
3550308,4113700,1.0
3550308,4115200,1.0
3550308,4125357,1.0
3550308,4200804,1.0
3550308,4202404,1.0
3550308,4205407,2.0
3550308,4207304,1.0
3550308,4209102,1.0
3550308,4216602,1.0
3550308,4305108,2.0
3550308,4314902,2.0
3550308,4320404,2.0
3550308,5002704,1.0
3550308,5100300,2.0
3550308,5103403,1.0
3550308,5107602,1.0
3550308,5201405,1.0
3550308,5208707,1.0
3550308,5300108,2.0
3550407,3500600,86.0
3550407,3501608,3.0
3550407,3507902,1.0
3550407,3509502,2.0
3550407,3511706,4.0
3550407,3520509,1.0
3550407,3526902,1.0
3550407,3538709,75.0
3550407,3543907,3.0
3550407,3547007,8.0
3550407,3547809,1.0
3550407,3548906,1.0
3550407,3554706,1.0
3550506,3509809,3.0
3550506,3515194,9.0
3550506,3519253,1.0
3550506,3520905,1.0
3550506,3534708,12.0
3550506,3543204,9.0
3550506,3546405,19.0
3550506,3555505,4.0
3550605,2910776,1.0
3550605,3146701,1.0
3550605,3501152,39.0
3550605,3502754,92.0
3550605,3502903,1.0
3550605,3505708,8.0
3550605,3508405,1.0
3550605,3509205,1.0
3550605,3510609,1.0
3550605,3511409,1.0
3550605,3513009,33.0
3550605,3513801,1.0
3550605,3515004,1.0
3550605,3515103,1.0
3550605,3518800,3.0
3550605,3519709,31.0
3550605,3520509,1.0
3550605,3521002,1.0
3550605,3522208,1.0
3550605,3522307,1.0
3550605,3522505,31.0
3550605,3523909,2.0
3550605,3525003,6.0
3550605,3528403,99.0
3550605,3534401,6.0
3550605,3536505,1.0
3550605,3537800,1.0
3550605,3540606,1.0
3550605,3547304,4.0
3550605,3548500,1.0
3550605,3548708,3.0
3550605,3550308,120.0
3550605,3552205,16.0
3550605,3552403,1.0
3550605,3556453,63.0
3550704,2307205,1.0
3550704,3503901,1.0
3550704,3506359,8.0
3550704,3510500,124.0
3550704,3518701,1.0
3550704,3518800,1.0
3550704,3520400,34.0
3550704,3539806,1.0
3550704,3548500,2.0
3550704,3550308,7.0
3550704,3551009,1.0
3550803,3151800,4.0
3550803,3510807,2.0
3550803,3513900,4.0
3550803,3515186,1.0
3550803,3523800,3.0
3550803,3533908,1.0
3550803,3548906,1.0
3550803,3549102,2.0
3550803,3549706,8.0
3550803,3550308,2.0
3550803,3556404,21.0
3550902,3507803,1.0
3550902,3513108,6.0
3550902,3522604,2.0
3550902,3527603,48.0
3550902,3539301,1.0
3550902,3540705,1.0
3550902,3543402,72.0
3550902,3547502,2.0
3550902,3547601,13.0
3550902,3548906,1.0
3550902,3551405,4.0
3550902,3551504,4.0
3551009,2611101,1.0
3551009,2611606,1.0
3551009,2910404,1.0
3551009,2923803,1.0
3551009,3113305,1.0
3551009,3127107,1.0
3551009,3505708,5.0
3551009,3506003,1.0
3551009,3506359,3.0
3551009,3509502,5.0
3551009,3513504,1003.0
3551009,3513603,1.0
3551009,3513801,3.0
3551009,3518701,105.0
3551009,3522109,6.0
3551009,3522208,1.0
3551009,3524006,1.0
3551009,3531100,5.0
3551009,3534401,4.0
3551009,3536208,1.0
3551009,3536505,2.0
3551009,3537206,1.0
3551009,3537602,7.0
3551009,3538709,1.0
3551009,3541000,404.0
3551009,3541307,1.0
3551009,3542602,1.0
3551009,3542909,1.0
3551009,3543303,1.0
3551009,3544103,1.0
3551009,3545209,4.0
3551009,3547809,5.0
3551009,3548401,1.0
3551009,3548500,4592.0
3551009,3548708,29.0
3551009,3550308,244.0
3551009,3550605,2.0
3551009,3552809,1.0
3551009,5205109,1.0
3551108,3500758,1.0
3551108,3502903,2.0
3551108,3510203,1.0
3551108,3521002,1.0
3551108,3522307,10.0
3551108,3537909,8.0
3551108,3545308,3.0
3551108,3550209,1.0
3551108,3550308,4.0
3551108,3552205,3.0
3551207,3504503,7.0
3551207,3511409,2.0
3551207,3515400,6.0
3551207,3519253,1.0
3551207,3520905,2.0
3551207,3528601,1.0
3551207,3534708,1.0
3551207,3538808,33.0
3551207,3546405,1.0
3551207,3553005,2.0
3551207,3553807,1.0
3551207,3554607,4.0
3551306,3528106,2.0
3551306,3529609,1.0
3551306,3531001,1.0
3551306,3531407,6.0
3551306,3532603,7.0
3551306,3546603,1.0
3551306,3549805,1.0
3551306,3555703,1.0
3551306,3557105,9.0
3551405,3501004,1.0
3551405,3513108,5.0
3551405,3525102,1.0
3551405,3527603,1.0
3551405,3539509,4.0
3551405,3543402,194.0
3551405,3546256,1.0
3551405,3547601,3.0
3551405,3550902,3.0
3551405,3551504,70.0
3551504,2908101,1.0
3551504,3501004,7.0
3551504,3503208,1.0
3551504,3505906,3.0
3551504,3509403,2.0
3551504,3513108,6.0
3551504,3525102,2.0
3551504,3527603,3.0
3551504,3543006,1.0
3551504,3543402,564.0
3551504,3546256,1.0
3551504,3551405,8.0
3551504,3551702,7.0
3551504,3556206,1.0
3551603,3500501,5.0
3551603,3501905,34.0
3551603,3507605,2.0
3551603,3509502,6.0
3551603,3522604,2.0
3551603,3524709,1.0
3551603,3525904,1.0
3551603,3527009,5.0
3551603,3531209,9.0
3551603,3532009,1.0
3551603,3537107,3.0
3551603,3538204,1.0
3551603,3552106,5.0
3551702,3502101,1.0
3551702,3503208,1.0
3551702,3505609,5.0
3551702,3507803,1.0
3551702,3509403,1.0
3551702,3511102,1.0
3551702,3513108,3.0
3551702,3514601,3.0
3551702,3516200,1.0
3551702,3518602,1.0
3551702,3524303,4.0
3551702,3525102,6.0
3551702,3525904,1.0
3551702,3527603,3.0
3551702,3539509,2.0
3551702,3540200,26.0
3551702,3540903,1.0
3551702,3543402,141.0
3551702,3544905,1.0
3551702,3550902,1.0
3551702,3551504,1.0
3551702,3556800,1.0
3551801,3504107,1.0
3551801,3509254,4.0
3551801,3514809,10.0
3551801,3524600,1.0
3551801,3526100,1.0
3551801,3536208,2.0
3551801,3542602,38.0
3551801,3550308,1.0
3551900,3127107,1.0
3551900,3151602,1.0
3551900,3500907,10.0
3551900,3505500,37.0
3551900,3506102,11.0
3551900,3509304,8.0
3551900,3512001,31.0
3551900,3517505,3.0
3551900,3517901,8.0
3551900,3529302,2.0
3551900,3531506,9.0
3551900,3533908,172.0
3551900,3534005,3.0
3551900,3543402,1.0
3551900,3544202,2.0
3551900,3544806,3.0
3551900,3549805,14.0
3551900,3550308,1.0
3551900,3551702,3.0
3551900,3552601,1.0
3551900,3553401,1.0
3551900,3556800,3.0
3552007,3303807,1.0
3552007,3502507,3.0
3552007,3508603,18.0
3552007,3509700,1.0
3552007,3513405,16.0
3552007,3518404,3.0
3552007,3526605,4.0
3552007,3527207,5.0
3552007,3541901,5.0
3552007,3549607,1.0
3552007,3549904,1.0
3552007,3554102,1.0
3552106,3107901,1.0
3552106,3143401,1.0
3552106,3500501,9.0
3552106,3501905,3.0
3552106,3507605,16.0
3552106,3509502,2.0
3552106,3513801,1.0
3552106,3522604,1.0
3552106,3527009,6.0
3552106,3531209,8.0
3552106,3536505,1.0
3552106,3538204,1.0
3552106,3548708,2.0
3552106,3550308,5.0
3552106,3551603,6.0
3552205,2512309,1.0
3552205,2516607,1.0
3552205,2902658,1.0
3552205,3304557,1.0
3552205,3501152,75.0
3552205,3502754,17.0
3552205,3502903,19.0
3552205,3503208,1.0
3552205,3504107,1.0
3552205,3505708,19.0
3552205,3506003,1.0
3552205,3507001,16.0
3552205,3508405,1.0
3552205,3509502,11.0
3552205,3510302,3.0
3552205,3510401,1.0
3552205,3510609,2.0
3552205,3511508,1.0
3552205,3512308,1.0
3552205,3513009,2.0
3552205,3513801,1.0
3552205,3518800,1.0
3552205,3519071,3.0
3552205,3519709,10.0
3552205,3520509,6.0
3552205,3521002,43.0
3552205,3522307,3.0
3552205,3522505,9.0
3552205,3523404,1.0
3552205,3523909,68.0
3552205,3525904,2.0
3552205,3526209,1.0
3552205,3526407,1.0
3552205,3528403,14.0
3552205,3534401,4.0
3552205,3537800,17.0
3552205,3537909,4.0
3552205,3540507,1.0
3552205,3540606,15.0
3552205,3541406,1.0
3552205,3545209,11.0
3552205,3545308,20.0
3552205,3547304,2.0
3552205,3547809,1.0
3552205,3548708,3.0
3552205,3548807,1.0
3552205,3549904,1.0
3552205,3550209,2.0
3552205,3550308,110.0
3552205,3550605,11.0
3552205,3552403,1.0
3552205,3553500,1.0
3552205,3554003,4.0
3552205,3554508,1.0
3552205,3556453,1.0
3552205,3557006,129.0
3552205,4113700,1.0
3552205,4117107,1.0
3552205,5106372,1.0
3552304,3502101,8.0
3552304,3502804,1.0
3552304,3503208,1.0
3552304,3504206,2.0
3552304,3516903,1.0
3552304,3518909,3.0
3552304,3520442,3.0
3552304,3530102,1.0
3552304,3537404,13.0
3552304,3548054,1.0
3552304,3552551,3.0
3552403,2906204,2.0
3552403,3106200,1.0
3552403,3501608,198.0
3552403,3501905,1.0
3552403,3503208,1.0
3552403,3503307,3.0
3552403,3504503,1.0
3552403,3505708,1.0
3552403,3507605,1.0
3552403,3508405,1.0
3552403,3509452,1.0
3552403,3509502,2855.0
3552403,3510401,1.0
3552403,3511508,1.0
3552403,3512209,1.0
3552403,3512407,1.0
3552403,3512803,3.0
3552403,3519071,361.0
3552403,3520509,22.0
3552403,3523404,1.0
3552403,3524006,2.0
3552403,3524709,39.0
3552403,3525904,14.0
3552403,3526902,14.0
3552403,3527306,2.0
3552403,3530706,1.0
3552403,3531803,23.0
3552403,3533403,274.0
3552403,3534401,2.0
3552403,3536505,267.0
3552403,3536570,1.0
3552403,3537107,1.0
3552403,3538709,11.0
3552403,3539301,1.0
3552403,3543907,2.0
3552403,3544004,1.0
3552403,3545209,1.0
3552403,3545803,19.0
3552403,3546108,1.0
3552403,3546405,1.0
3552403,3548005,1.0
3552403,3548500,1.0
3552403,3549805,1.0
3552403,3550308,29.0
3552403,3552205,1.0
3552403,3552809,1.0
3552403,3556206,60.0
3552403,3556305,1.0
3552403,3556701,15.0
3552403,5208707,1.0
3552502,1505536,1.0
3552502,2312908,1.0
3552502,2807006,1.0
3552502,2910800,1.0
3552502,2929354,1.0
3552502,2932804,2.0
3552502,3302502,1.0
3552502,3502754,1.0
3552502,3503901,56.0
3552502,3505708,3.0
3552502,3506003,1.0
3552502,3506359,1.0
3552502,3506607,2.0
3552502,3508603,3.0
3552502,3509502,2.0
3552502,3513009,2.0
3552502,3513405,1.0
3552502,3513504,1.0
3552502,3513801,12.0
3552502,3515707,111.0
3552502,3517802,1.0
3552502,3518305,2.0
3552502,3518800,100.0
3552502,3521804,1.0
3552502,3522000,1.0
3552502,3522208,1.0
3552502,3523107,230.0
3552502,3525003,1.0
3552502,3525904,1.0
3552502,3529401,49.0
3552502,3530508,2.0
3552502,3530607,616.0
3552502,3530706,1.0
3552502,3531100,1.0
3552502,3534401,11.0
3552502,3534906,2.0
3552502,3535507,1.0
3552502,3535705,1.0
3552502,3538709,1.0
3552502,3539806,274.0
3552502,3541000,5.0
3552502,3543303,113.0
3552502,3544103,11.0
3552502,3545001,2.0
3552502,3546801,2.0
3552502,3547304,1.0
3552502,3547809,65.0
3552502,3548500,5.0
3552502,3548609,4.0
3552502,3548708,43.0
3552502,3548807,39.0
3552502,3549409,1.0
3552502,3549904,2.0
3552502,3550209,3.0
3552502,3550308,1586.0
3552502,3550605,1.0
3552502,3552205,1.0
3552502,3552403,1.0
3552502,3552809,3.0
3552502,3556453,1.0
3552502,4115200,1.0
3552502,4124608,1.0
3552502,4310363,1.0
3552502,5300108,1.0
3552551,3502101,2.0
3552551,3502606,1.0
3552551,3520442,10.0
3552551,3523008,1.0
3552551,3532843,1.0
3552551,3537404,13.0
3552551,3546603,1.0
3552551,3552304,10.0
3552551,3552403,1.0
3552551,3556107,1.0
3552551,5001003,2.0
3552551,5006309,1.0
3552601,3506102,1.0
3552601,3511102,173.0
3552601,3511201,25.0
3552601,3511300,1.0
3552601,3514924,1.0
3552601,3519808,1.0
3552601,3533254,7.0
3552601,3533908,3.0
3552601,3540804,4.0
3552601,3545605,1.0
3552601,3549805,6.0
3552601,3555604,3.0
3552700,3503208,20.0
3552700,3506003,1.0
3552700,3506706,4.0
3552700,3516853,16.0
3552700,3518602,1.0
3552700,3519105,1.0
3552700,3519600,32.0
3552700,3522000,3.0
3552700,3522703,17.0
3552700,3529302,29.0
3552700,3532900,104.0
3552809,2313302,1.0
3552809,2904852,1.0
3552809,3501608,1.0
3552809,3505708,42.0
3552809,3509007,2.0
3552809,3509205,8.0
3552809,3509502,2.0
3552809,3509601,12.0
3552809,3510609,5.0
3552809,3510807,1.0
3552809,3511409,1.0
3552809,3513009,67.0
3552809,3513702,1.0
3552809,3513801,9.0
3552809,3515004,354.0
3552809,3515103,6.0
3552809,3516309,1.0
3552809,3518008,1.0
3552809,3518602,1.0
3552809,3518800,10.0
3552809,3522208,79.0
3552809,3522505,6.0
3552809,3523909,1.0
3552809,3524709,1.0
3552809,3525003,3.0
3552809,3525904,2.0
3552809,3526209,1.0
3552809,3527603,1.0
3552809,3529401,2.0
3552809,3530508,1.0
3552809,3534401,82.0
3552809,3534906,1.0
3552809,3535705,2.0
3552809,3536570,1.0
3552809,3539608,1.0
3552809,3540002,1.0
3552809,3543402,1.0
3552809,3546207,1.0
3552809,3547304,3.0
3552809,3547809,3.0
3552809,3548500,3.0
3552809,3548609,1.0
3552809,3548708,15.0
3552809,3548807,3.0
3552809,3549953,5.0
3552809,3550308,4889.0
3552809,3550605,3.0
3552809,3552106,1.0
3552809,3552205,6.0
3552809,3552304,1.0
3552809,3552502,1.0
3552809,3554300,2.0
3552809,3556453,5.0
3552809,5000856,1.0
3552908,3508900,1.0
3552908,3519907,1.0
3552908,3520608,1.0
3552908,3526001,1.0
3552908,3529203,3.0
3552908,3530201,1.0
3552908,3532157,4.0
3552908,3532207,109.0
3552908,3534708,1.0
3552908,3535507,1.0
3552908,3539202,1.0
3552908,3541406,64.0
3552908,3542404,50.0
3552908,4106902,1.0
3552908,4108007,1.0
3552908,4120002,17.0
3552908,5100250,1.0
3553005,3503109,2.0
3553005,3504503,2.0
3553005,3506003,1.0
3553005,3511409,1.0
3553005,3512605,4.0
3553005,3515400,12.0
3553005,3518503,2.0
3553005,3519253,1.0
3553005,3521804,4.0
3553005,3525300,1.0
3553005,3532827,1.0
3553005,3538808,2.0
3553005,3550308,1.0
3553005,3553807,6.0
3553005,3554201,2.0
3553005,4104709,1.0
3553005,4112801,1.0
3553104,3505500,1.0
3553104,3505609,2.0
3553104,3506102,11.0
3553104,3511102,1.0
3553104,3524303,29.0
3553104,3531308,17.0
3553104,3539004,14.0
3553104,3539509,3.0
3553104,3543402,3.0
3553104,3549805,1.0
3553104,3553203,17.0
3553104,3553658,2.0
3553104,3556909,77.0
3553203,3503208,1.0
3553203,3505500,2.0
3553203,3506102,24.0
3553203,3518602,1.0
3553203,3524303,33.0
3553203,3529302,1.0
3553203,3531308,5.0
3553203,3531506,1.0
3553203,3539004,14.0
3553203,3539509,1.0
3553203,3543402,5.0
3553203,3553104,17.0
3553203,3553658,5.0
3553203,3556909,41.0
3553302,3510807,10.0
3553302,3526704,1.0
3553302,3539301,4.0
3553302,3540705,2.0
3553302,3543402,3.0
3553302,3546306,11.0
3553302,3547502,3.0
3553302,3547601,2.0
3553302,3549102,1.0
3553302,3550308,1.0
3553401,3504800,6.0
3553401,3511102,1.0
3553401,3512902,4.0
3553401,3524501,1.0
3553401,3530300,10.0
3553401,3531407,15.0
3553401,3532702,3.0
3553401,3533908,1.0
3553401,3539608,1.0
3553401,3548906,1.0
3553401,3549805,61.0
3553401,3550308,2.0
3553401,3551306,1.0
3553401,3557105,4.0
3553500,3519709,3.0
3553500,3526100,2.0
3553500,3537800,24.0
3553500,3537909,2.0
3553500,3550308,1.0
3553500,3552205,23.0
3553500,3554508,1.0
3553500,3557006,2.0
3553609,3128303,1.0
3553609,3128709,31.0
3553609,3508702,14.0
3553609,3510807,1.0
3553609,3513900,1.0
3553609,3520509,1.0
3553609,3523800,1.0
3553609,3530508,8.0
3553609,3549102,2.0
3553609,3549706,29.0
3553609,3550803,2.0
3553658,3506102,25.0
3553658,3512001,1.0
3553658,3524303,4.0
3553658,3531308,1.0
3553658,3535705,1.0
3553658,3539509,4.0
3553658,3545605,1.0
3553658,3551702,1.0
3553658,3553203,4.0
3553658,3556909,5.0
3553708,3502408,1.0
3553708,3503208,9.0
3553708,3505203,4.0
3553708,3506003,1.0
3553708,3506102,3.0
3553708,3507407,4.0
3553708,3510104,2.0
3553708,3511102,4.0
3553708,3514007,3.0
3553708,3515608,2.0
3553708,3516853,5.0
3553708,3518602,48.0
3553708,3519402,1.0
3553708,3519600,2.0
3553708,3521903,1.0
3553708,3522703,37.0
3553708,3524303,57.0
3553708,3529302,39.0
3553708,3531308,34.0
3553708,3536703,1.0
3553708,3539509,1.0
3553708,3540002,2.0
3553708,3540101,3.0
3553708,3543402,2.0
3553708,3543907,1.0
3553708,3545605,9.0
3553708,3546504,7.0
3553708,3548906,2.0
3553708,3552205,1.0
3553708,3553203,1.0
3553708,3554102,1.0
3553708,3554409,1.0
3553708,3555802,1.0
3553708,3556909,27.0
3553807,3504503,5.0
3553807,3506300,1.0
3553807,3511409,1.0
3553807,3512605,10.0
3553807,3521705,1.0
3553807,3521804,14.0
3553807,3522406,1.0
3553807,3522802,2.0
3553807,3542909,2.0
3553807,3552502,1.0
3553807,3553005,15.0
3553807,3554201,1.0
3553856,3508009,3.0
3553856,3510203,3.0
3553856,3521705,1.0
3553856,3522307,2.0
3553856,3522406,40.0
3553906,3501301,2.0
3553906,3502408,4.0
3553906,3509106,2.0
3553906,3515301,8.0
3553906,3528700,2.0
3553906,3529203,2.0
3553906,3530201,1.0
3553906,3532207,49.0
3553906,3534609,3.0
3553906,3535507,1.0
3553906,3539202,47.0
3553906,3541208,1.0
3553906,3541406,162.0
3553906,3541505,1.0
3553906,3545506,19.0
3553906,3547700,24.0
3553906,3554300,2.0
3553906,4105904,1.0
3553906,4113809,1.0
3553906,4118303,1.0
3553955,3504008,64.0
3553955,3510005,1.0
3553955,3519501,2.0
3553955,3528809,19.0
3553955,3535507,9.0
3553955,3537156,1.0
3553955,3541406,1.0
3553955,3550308,1.0
3553955,4102406,1.0
3553955,4113700,1.0
3554003,3500758,1.0
3554003,3502200,1.0
3554003,3502903,3.0
3554003,3505708,1.0
3554003,3507001,63.0
3554003,3507506,2.0
3554003,3507605,1.0
3554003,3509502,3.0
3554003,3510302,4.0
3554003,3511508,24.0
3554003,3511607,14.0
3554003,3521002,26.0
3554003,3522307,7.0
3554003,3526407,1.0
3554003,3536109,1.0
3554003,3536703,1.0
3554003,3538709,1.0
3554003,3540606,4.0
3554003,3541653,14.0
3554003,3550308,18.0
3554003,3550605,1.0
3554003,3552205,21.0
3554003,3554508,29.0
3554003,3557006,1.0
3554102,3133006,1.0
3554102,3304557,1.0
3554102,3501905,1.0
3554102,3502507,5.0
3554102,3506359,1.0
3554102,3508504,139.0
3554102,3508603,2.0
3554102,3509502,2.0
3554102,3509700,23.0
3554102,3510609,1.0
3554102,3513504,1.0
3554102,3518404,10.0
3554102,3518800,3.0
3554102,3524402,23.0
3554102,3524907,5.0
3554102,3526308,1.0
3554102,3527207,5.0
3554102,3530607,3.0
3554102,3532306,2.0
3554102,3535606,1.0
3554102,3538006,189.0
3554102,3540754,2.0
3554102,3542305,7.0
3554102,3544301,4.0
3554102,3546801,1.0
3554102,3548203,3.0
3554102,3548500,1.0
3554102,3548609,1.0
3554102,3549904,345.0
3554102,3550001,13.0
3554102,3550308,28.0
3554102,3550704,1.0
3554102,3554805,120.0
3554102,3555406,3.0
3554201,3504503,2.0
3554201,3507506,1.0
3554201,3512605,1.0
3554201,3515400,1.0
3554201,3521804,16.0
3554201,3528601,2.0
3554201,3533809,1.0
3554201,3538808,15.0
3554201,3546405,1.0
3554201,3553005,16.0
3554201,3553807,12.0
3554201,3554607,1.0
3554300,3505500,1.0
3554300,3509106,2.0
3554300,3515301,1.0
3554300,3515350,3.0
3554300,3528700,1.0
3554300,3530201,35.0
3554300,3532207,1.0
3554300,3539202,2.0
3554300,3541505,1.0
3554300,3542404,1.0
3554300,3544251,1.0
3554300,4110904,1.0
3554300,4112603,1.0
3554300,5001904,1.0
3554300,5103403,1.0
3554300,5108857,2.0
3554409,3170107,1.0
3554409,3505500,46.0
3554409,3506102,45.0
3554409,3512001,9.0
3554409,3512100,6.0
3554409,3517406,2.0
3554409,3523107,1.0
3554409,3524204,3.0
3554409,3531902,9.0
3554409,3539509,33.0
3554409,3540200,10.0
3554409,3551702,27.0
3554409,3551900,1.0
3554409,3556800,29.0
3554508,3502804,1.0
3554508,3507001,7.0
3554508,3510401,5.0
3554508,3511508,33.0
3554508,3511607,1.0
3554508,3523909,1.0
3554508,3525854,8.0
3554508,3526407,8.0
3554508,3531803,1.0
3554508,3538709,9.0
3554508,3540606,2.0
3554508,3541653,1.0
3554508,3544004,1.0
3554508,3545209,1.0
3554508,3550308,2.0
3554508,3552205,1.0
3554508,3554003,4.0
3554607,3506300,3.0
3554607,3520905,1.0
3554607,3534708,3.0
3554607,3538808,11.0
3554607,3546405,1.0
3554607,3551207,4.0
3554656,3518503,2.0
3554656,3523909,1.0
3554656,3536109,21.0
3554656,3540507,18.0
3554656,3541653,7.0
3554656,3552205,1.0
3554656,3554003,2.0
3554706,3501608,4.0
3554706,3505302,2.0
3554706,3507506,2.0
3554706,3507902,49.0
3554706,3514106,7.0
3554706,3526803,1.0
3554706,3526902,1.0
3554706,3538709,1.0
3554706,3547007,10.0
3554706,3549904,1.0
3554706,3550100,1.0
3554706,3550407,3.0
3554755,3503208,17.0
3554755,3505203,2.0
3554755,3506102,1.0
3554755,3506706,20.0
3554755,3506805,12.0
3554755,3514304,9.0
3554755,3525300,1.0
3554755,3542909,3.0
3554755,3543907,1.0
3554755,3548906,4.0
3554805,3304201,1.0
3554805,3502507,2.0
3554805,3508504,12.0
3554805,3509700,3.0
3554805,3510500,1.0
3554805,3518404,2.0
3554805,3518800,1.0
3554805,3524402,1.0
3554805,3538006,39.0
3554805,3548609,1.0
3554805,3549904,34.0
3554805,3550308,7.0
3554805,3554102,527.0
3554904,3515509,1.0
3554904,3520442,1.0
3554904,3524808,1.0
3554904,3532843,3.0
3554904,3544509,1.0
3554904,3545803,1.0
3554904,3546108,3.0
3554904,3546603,211.0
3554904,3547205,3.0
3554904,3552551,30.0
3554904,3555802,4.0
3554904,5001003,13.0
3554904,5005707,1.0
3554904,5006309,1.0
3554953,3125101,1.0
3554953,3501905,39.0
3554953,3504107,4.0
3554953,3507605,106.0
3554953,3509502,3.0
3554953,3519071,1.0
3554953,3520509,1.0
3554953,3523404,3.0
3554953,3525201,2.0
3554953,3525904,1.0
3554953,3531209,2.0
3554953,3532009,108.0
3554953,3532405,1.0
3554953,3548708,4.0
3554953,3550308,5.0
3554953,3552106,1.0
3554953,3556206,1.0
3554953,3556701,2.0
3555000,3500105,2.0
3555000,3503356,5.0
3555000,3505807,11.0
3555000,3506003,1.0
3555000,3506508,1.0
3555000,3507209,9.0
3555000,3511904,1.0
3555000,3516002,1.0
3555000,3517000,2.0
3555000,3519006,8.0
3555000,3519204,3.0
3555000,3520806,1.0
3555000,3529005,8.0
3555000,3534104,1.0
3555000,3534609,5.0
3555000,3534906,1.0
3555000,3535507,4.0
3555000,3536000,2.0
3555000,3537305,10.0
3555000,3537701,1.0
3555000,3540002,7.0
3555000,3541406,1.0
3555000,3541703,9.0
3555000,3541802,35.0
3555000,3542008,1.0
3555000,3542206,4.0
3555000,3543808,1.0
3555000,3543907,1.0
3555000,4113700,1.0
3555109,2301604,1.0
3555109,3500105,1.0
3555109,3501301,1.0
3555109,3502101,3.0
3555109,3511003,3.0
3555109,3514403,65.0
3555109,3526001,13.0
3555109,3531605,10.0
3555109,3533106,6.0
3555109,3533205,15.0
3555109,3534906,1.0
3555109,3535408,6.0
3555109,3536406,7.0
3555109,3547106,2.0
3555109,3550308,1.0
3555109,3556701,1.0
3555109,5001904,1.0
3555109,5002308,1.0
3555109,5002704,1.0
3555109,5008305,1.0
3555208,3502804,5.0
3555208,3506508,24.0
3555208,3507753,1.0
3555208,3508108,17.0
3555208,3527256,2.0
3555208,3531001,45.0
3555208,3532603,1.0
3555208,3540259,1.0
3555208,3543402,1.0
3555208,3557105,1.0
3555208,5208905,1.0
3555307,3134400,8.0
3555307,3509601,1.0
3555307,3513850,1.0
